NOM TAILLE
2,1M	/home/monticelli/soft/pallas-analysis/analysis/prog/../../run_benchmarks/run_lulesh/traces/lulesh_trace_1
2,1M	/home/monticelli/soft/pallas-analysis/analysis/prog/../../run_benchmarks/run_lulesh/traces/lulesh_trace_2
2,1M	/home/monticelli/soft/pallas-analysis/analysis/prog/../../run_benchmarks/run_lulesh/traces/lulesh_trace_3
2,1M	/home/monticelli/soft/pallas-analysis/analysis/prog/../../run_benchmarks/run_lulesh/traces/lulesh_trace_4
2,1M	/home/monticelli/soft/pallas-analysis/analysis/prog/../../run_benchmarks/run_lulesh/traces/lulesh_trace_5
2,1M	/home/monticelli/soft/pallas-analysis/analysis/prog/../../run_benchmarks/run_lulesh/traces/lulesh_trace_6
2,1M	/home/monticelli/soft/pallas-analysis/analysis/prog/../../run_benchmarks/run_lulesh/traces/lulesh_trace_7
