source,algo,n_calls,total_time,min,max,mean
sp,write_duration_vector,69,3.36999e+10,0,4.18779e+09,4.88405e+08
sp,write_dur_subvec,105,1.06233e+10,0,4.08878e+08,1.01174e+08
sp,write_subvec,350,3.56267e+10,0,4.36038e+08,1.01791e+08
sp,zstd,463,1.81374e+10,0,2.77212e+08,3.91736e+07
sp,write,11665,9.3073e+06,0,175634,797.883
sp,write_vector,152,8.34442e+10,0,5.52056e+09,5.48975e+08
sp,write_duration_vector,65,3.24492e+10,0,3.71876e+09,4.99218e+08
sp,write_dur_subvec,107,1.09878e+10,0,3.06581e+08,1.0269e+08
sp,write_subvec,356,3.71583e+10,0,5.01088e+08,1.04377e+08
sp,zstd,459,1.74485e+10,0,3.9789e+08,3.80142e+07
sp,write,11665,9.28159e+06,0,149393,795.679
sp,write_vector,148,8.27881e+10,0,4.61497e+09,5.59379e+08
sp,write_duration_vector,63,3.42874e+10,0,3.89001e+09,5.44244e+08
sp,write_dur_subvec,106,1.04878e+10,0,4.05838e+08,9.89414e+07
sp,write_subvec,353,3.66553e+10,0,6.00422e+08,1.03839e+08
sp,zstd,463,1.61776e+10,0,3.69914e+08,3.49407e+07
sp,write,11665,9.20619e+06,0,177104,789.215
sp,write_vector,152,8.21771e+10,0,5.83946e+09,5.40639e+08
sp,write_duration_vector,65,3.31583e+10,0,4.92437e+09,5.10128e+08
sp,write_dur_subvec,107,1.06508e+10,0,2.99973e+08,9.95404e+07
sp,write_subvec,356,3.53927e+10,0,4.90206e+08,9.94178e+07
sp,zstd,459,1.73211e+10,0,1.98925e+08,3.77365e+07
sp,write,11665,9.56877e+06,0,177104,820.297
sp,write_vector,148,8.46995e+10,0,4.7689e+09,5.72294e+08
sp,write_duration_vector,63,3.54341e+10,0,4.69314e+09,5.62446e+08
sp,write_dur_subvec,106,1.0368e+10,0,3.35887e+08,9.78118e+07
sp,write_subvec,353,3.66633e+10,0,5.18191e+08,1.03862e+08
