NAME,MEAN_OVH
bt,1.24857142857142857142
cg,3.84142857142857142857
ep,.00142857142857142857
ft,.13428571428571428571
is,.03714285714285714285
lu,18.31142857142857142857
mg,.72142857142857142857
sp,2.29714285714285714285
